,Tweets
2757,"@Lucille59209108 Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount… https://t.co/tRhL2cTEPX"
2758,"@gaynort745_tee Hi Buddie, kindly note Data bundles are usage based and the MBs can be exhausted according to how t… https://t.co/uNsogZtqgC"
2759,"@Ombyn87 Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2760,"@Moyomurefu1 Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, device name and loca… https://t.co/KAt2YD1TiS"
2761,"@edddie1992 Hi Buddie, may you kindly DM your mobile number, full name and alternative mobile number we can call you on for assistance. ^EC"
2762,"@Rutnyax Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2763,"@edddie1992 Hi Buddie, may you kindly DM your mobile number, full name and alternative mobile number we can call you on for assistance. ^EC"
2764,"@tkchuma3 Hi Buddie, we apologize for the late response. May you kindly check your DM for the response. ^EC"
2765,"@edddie1992 Hi Buddie, may you kindly DM your mobile number, full name and alternative number so we can check and assist. ^EC"
2766,"@Yeu00034761 Hi Yeu, we apologize for the late response. May you kindly DM your mobile number, date, amount and a b… https://t.co/m8QnV7wx9u"
2767,"@dougzw70 Hi Buddie, we apologize for the late response. May you kindly check your DM for the response. ^EC"
2768,"@Zoe_ECKK Hi Buddie, we apologize for the experience. May you kindly DM your mobile number and the SMSes you are re… https://t.co/0oouQD6MIU"
2769,"@Tafadzwa0309 Hi Buddie, kindly note that the $3.00 monthly Whatsapp bundle has 220MB + 110MB Twitter bundles. ^EC"
2770,"@TungiMu Hi Buddie, we do value the feedback you provided and we have taken note of the issue you have highlighted.… https://t.co/Bd4LNuvgpD"
2771,"@MThaguy Hi Buddie, kindly note that get a 120-day active window period with every airtime recharge you do. Take no… https://t.co/zKtSfuFuRg"
2772,"@PJanasi Hi Buddie, we apologize for the late response. May you kindly check your DM for the response. ^EC"
2773,"@PJanasi Hi Buddie, we apologize for the late response. May you kindly check your DM for the response. ^EC"
2774,"@khanyaMp3 Hi Buddie, we apologize for the late response. May you kindly check your DM for the response. ^EC"
2775,"@ChihururuD Hi Buddie, we apologize for the late response. May you kindly check your DM for the response. ^EC"
2776,"@ThembelaniSizi1 Hie Thembelani, may you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2777,"@blzakariya Hi Brian, kindly note that we have allocated one Whatsapp Weekly bundle to you mobile number 0777470046 as per your request. ^EC"
2778,"@therealmackoyDT Hi Buddie, how may we help you? ^EC"
2779,"@VincentShava Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, device name, locati… https://t.co/AzPkxRjs3k"
2780,"@pedzisaijr Hi Buddie, our 111 platforms get congested at times and we apologize for the experience you had trying… https://t.co/QHEXOND13P"
2781,"@mthemb0 Hi Buddie, we apologize for the late response. May you kindly DM your mobile number, amount, date and the… https://t.co/B73FKx5nho"
2782,"@mthemb0 Hi Buddie, we apologize for the late response. May you kindly DM your mobile number, amount, date and the… https://t.co/qzJPeerD5g"
2783,"@isabel_marazi @crab_patson Hi Belle, we are sorry for the experience. Kindly confirm if you are still facing the s… https://t.co/Ncxf6MW8e2"
2784,@tkuzamba Thank you for taking our call. Enjoy the rest of your day. ^GFK
2785,"@lilwayne7777 Hi Clide, we have engaged our support team for assistance. You will receive a notification message wh… https://t.co/MkDp8tXkEk"
2786,@macdchikanga Hie Macdonald. We are trying to contact you and failing to get a response. Please let us know when yo… https://t.co/gFR4eXA71K
2787,@AndrewKorera14 You are welcome. ^MM
2788,@Baba_ka_Owami Kindly check your DM @Baba_ka_Owami. ^MM
2789,"@spiff2020 Hi @spiff2020, may you kindly visit the nearest Econet shop with your I.D for assistance or visit My We… https://t.co/9z1Vck2F5p"
2790,"@moses_chibike Makadini @moses_chibike, tingakubatsirai sei? ^MM"
2791,"@djfunky_d Thank you for the details David. Sorry, we had a system challenge on the EcoCash platform and all failed… https://t.co/oHIf7liGhr"
2792,"@Tapsmal Thank you for the details Taps. Our apologies, the token did not generate. We have escalated the issue, on… https://t.co/mq5f41R0El"
2793,"@emapuranga Hi @emapuranga, apologies for the delay. We have responded to your DM."
2794,"@jeffgogo3 Hi @jeffgogo3, we apologise for the experience. May you kindly DM mobile number, bank account number, am… https://t.co/cOOBoAVPPc"
2795,"@NyikaSilence Hi Silence, may you kindly provide us with at least an estimate of the dates so that we can assist."
2796,"@Mashavave @EcoCashZW, please assist."
2797,"@deetino5 @meter Hi Daisy, apologies for the challenge. We are engaging our support team for assistance. ^MM"
2798,"@silasmparadza @EcoCashZW Hi @silasmparadza, may you kindly inform us of the challenge so that we can assist. ^MM"
2799,@afrotcha Kindly check your DM. ^MM
2800,@sirlynch1997 @EcoCashZW Zvakanakai @sirlynch1997.
2801,"@TeeD8vy Hie @TeeD8vy. Kindly restart your device, we have refreshed your line. ^GFK"
2802,"@VongaiMashoko Hi Vongai, please check your DM. ^MM"
2803,@HannahNMadzinga Please check your DM @HannahNMadzinga. ^MM
2804,"@donky81 Hi @donky81, we are sorry for the experience. May you kindly share the issue so that we can assist. ^MM"
2805,"@Vusanang Hie Vusanang. Please make use of our self-help service. Using a different active Econet number, kindly di… https://t.co/IpFXHrzm8V"
2806,"@MrBigz87 @EcoCashZW Hi @MrBigz87, apologies if we missed your communication. May you kindly share your experience… https://t.co/koUIXNE7BR"
2807,"@weston_marimo Makadini @weston_marimo, tingakubatsirai sei?"
2808,"@IanBajio @econetzimbabwe Hi @IanBajio, kindly note that the Whatsapp bundle will work when you connect on Whatsapp… https://t.co/NdY3hcjueP"
2809,"@tellmoremarike1 @missile_zw Hi Tellmore, kindly check your DM. ^MM"
2810,"@Nigelpedzie @missile_zw Hi @Nigelpedzie, may you kindly share your mobile number so that we can assist. ^MM"
2811,"@itsPhillippa Hi @itsPhillippa, kindly check your DM. ^MM"
2812,"@Priv_N_Sibanda Hie Privilege, sorry for the late response. Kindly include your number. ^GFK"
2813,"@mauriceSOG1 Hi @mauriceSOG1, may you kindly share your mobile number so that we can assist. ^MM"
2814,"@Mel_a_Lexis Hie Mel, sorry for the late response. Kindly DM your number and explain the challenge that you are facing in detail. ^GFK"
2815,"@Anesu92989994 @econetzimbabwe Hi @Anesu92989994, apologies for the challenge faced. May you kindly share your mobi… https://t.co/0MuZMMCPBU"
2816,"@MAddmore Hie Addmore, sorry for the inconvenience. Please DM the number that you used to purchase the airtime, the… https://t.co/rpmKmXyXwf"
2817,"@SimbarasheMutu7 Hie Simbarashe, sorry about that. Please note that we can convert the bundle to airtime. ^GFK"
2818,"@PkayDominic @mimmie_mjuru Makadini @PkayDominic, tinokumbirawo mutitumire nhamba dzenhare yenyu uye kuti dambudzik… https://t.co/a6w7kvM8jV"
2819,@silasmparadza Hie Silas. Must have been a system error. You can also check your balance on My Web Self-Care: https://t.co/vNPJddkqfx. ^GFK
2820,"@PraisemorePhiri Hi @PraisemorePhiri, our records are showing that your Facebook bundle is now active. Kindly infor… https://t.co/WYkkPoXNQq"
2821,"@realonlycarter Makadini Carter? Please DM the number that you used to purchase the airtime, the recipient's number… https://t.co/XgjtQsxSXg"
2822,"@gpowersav Hie Godspower. Sorry, please visit your nearest Econet shop with your ID for further assistance. ^GFK"
2823,"@Prosper15200506 Hie Prosper, sorry about that. Please DM the number that you used to purchase the bundle, the reci… https://t.co/kTVvO0C4R5"
2824,"@Prudy89mufc @MhangamiCourage @econetzimbabwe Hi @Prudy89mufc, kindly inform us of the challenge that you are facin… https://t.co/n5leP5rfyd"
2825,"@tomintl007 Hie Onismo. Kindly DM your number, the date that this occurred and the amount in question. ^GFK"
2826,"@shingichimz @econetzimbabwe Hi @shingichimz, thank you for getting in touch. Please check your DM for our response. ^MM"
2827,"@sshirto94 Hie Simon, sorry for your experience. Our apologies, the token did not generate. We have escalated the i… https://t.co/2aakKPeBTr"
2828,"@lil_42_jay Hi Justin, may you kindly DM your mobile number, date of transfer, receiver's mobile number and the amo… https://t.co/CFkwixdIXr"
2829,"@JoyieMushy Hi @JoyieMushy, apologies for the challenge. May you kindly share your mobile number and further explai… https://t.co/MXPcLvUVgz"
2830,"@TAPSCOMPUTERS Hi @TAPSCOMPUTERS, thank you for getting in touch. Kindly DM your mobile number for assistance. ^MM"
2831,@Ntando10045966 Hi Ntando. You can check your data usage with My Web Self-Care. Please follow the instructions belo… https://t.co/QEeu501z6k
2832,"@tkuzamba @EcoCashZW Hi Tapiwa, may you DM your mobile number for assistance. ^MM"
2833,"@djfunky_d Hi David, we are sorry for the experience. May you kindly share the date of purchase so that we can assist. ^MM"
2834,"@nigelkata Hi  @nigelkata, we apologise for the challenge faced. May you kindly share your mobile number so that we can assist. ^MM"
2835,"@t_d_ephraim Hi @t_d_ephraim, kindly DM your mobile for assistance. ^MM"
2836,"@paradzai_mess Hi Paradzai, you can DM us now. ^MM"
2837,"@mimmie_mjuru Makadini @mimmie_mjuru, tinokumbirawo mutitumire nhamba dzerunhare rwenyu uye zuva rakatengwa kuDM kw… https://t.co/YsMJ4SUP4Z"
2838,"@rayaztee1 Hi Ray, kindly check your DM. ^MM"
2839,"@Tapsmal @EcoCashZW Hi Taps, apologies for the challenge. May you kindly DM your mobile number so that we can assist. ^MM"
2840,"@elohwine Makadini @elohwine, tingakubatsirai sei? ^MM"
2841,"@TrustMhuka @NetOneCellular @Telecel_Zim Makadini @TrustMhuka, tinotenda nerutsigiro rwamunotipa. Tinokuzivisa kana… https://t.co/zzu7IzZVj3"
2842,"@tonde_machi Hi  @tonde_machii,kindly check your DM for our response. ^MM"
2843,"@bremuzzey Makadini Bremuzzey? Sorry, we had a system challenge on the EcoCash platform and all failed transactions… https://t.co/HmPQd8Wjmb"
2844,"@DMakuzo Hie Mlauzi. If you are still facing challenges, kindly DM your number and the type of handset that you are using. ^GFK"
2845,"@nigelkata Hie Nigel, sorry for the late response. Please DM the number that you used to purchase the bundle, the r… https://t.co/VxtRsImVDB"
2846,"@Flora4reeal Hie Buddie, kindly DM your number for further investigation. ^GFK"
2847,"@tatendacgm Hie Teee, sorry for the late response. Kindly change your network mode. If you are using 4G/LTE change… https://t.co/nOW8qlrqEL"
2848,"@bchagus Hie Bruce , thank you for getting in touch. Please let us know the date that this occurred. ^GFK"
2849,"@CzGauti Morning Buddie. Sorry, we had a system challenge on the EcoCash platform and all failed transactions will… https://t.co/smRkaHzlFG"
2850,"@rahabasparks Hie Buddie. Sorry, we had a system challenge on the EcoCash platform and all failed transactions will… https://t.co/B3juxe6C2z"
2851,"@tomintl007 Hi @tomintl007, thank you for taking our call. As discussed a reversal will be done of the failed trans… https://t.co/LzGeLfyDj5"
2852,@CaltonMujakachi Hie Calton. Please note that we had a system challenge on the EcoCash platform and all failed tran… https://t.co/Gcca8ombNg
2853,@paul39202119 Makadini Paul? Please forward your full name and ID number for further assistance. ^GFK
2854,"@forgetzulu Hie Forget, thank you for your insight. Your feedback will be shared with the relevant team. ^GFK"
2855,"@paul39202119 Hie Paul, how may we be of assistance today? ^GFK"
2856,"@EltonMabasa Hie Elton. For transparency, you can now check your data/ airtime usage on your own. Kindly visit… https://t.co/Q4pxGVJhKw"
2857,"@trismeetstrista Hi @trismeetstrista, thank you for the feedback. The challenge has been resolved, please notify us… https://t.co/QP5Q7F5asD"
2858,@vickela21 Hie Victor. For a prompt response kindly make use of our Live-chat platform. You could also log your que… https://t.co/ZnSuBALenw
2859,"@MoyoNjini Hi @MoyoNjini, apologies if we missed your issue. May you kindly DM us your challenge so that we can assist. ^MM"
2860,"@missile_zw Hie The Dream, our sincere apologies for the late response. Kindly DM your number so that we may invest… https://t.co/MWQMXhJOqp"
2861,"@anomaly_Boy Hie Bright, kindly DM your mobile number so that we may investigate and assist. ^SC"
2862,"@chachakudzie @tnavdeep @KezitoM @melmudiwa @FungaiMandiveyi Hie @chachakudzie, our sincere apologies for the exper… https://t.co/Y4K8LMuJya"
2863,"@MaverlousMoyo @EcoCashZW Hie Mthulisi, thank you for getting in touch. Kindly visit https://t.co/AH3zkU4KRY and ch… https://t.co/cmvIRVfLZg"
2864,"@Tafadzwamutero1 Hie Tiffa, kindly check your DM for our response.^SC"
2865,"@Blood_Gestuga Hie @Blood_Gestuga, kindly check your DM for our response.^SC"
2866,"@officialmabhena Hie @officialmabhena, kindly check your DM for our response. ^SC"
2867,"@avocado_zw Hie @avocado_zw, our sincere apologies for the unpleasant experience. Kindly refer to your DM for our response. ^SC"
2868,"@andrew_hlat @econetzimbabwe @Otis_Mak @tnavdeep @fayaz_king @KezitoM @melmudiwa @FungaiMandiveyi Hie Andy H, our s… https://t.co/Nykszk9LgG"
2869,"@Zomaira95 @zhuwausam Hie princesammi, our sincere apologies for the late response. Kindly DM your mobile number, a… https://t.co/u10BfvnKNc"
2870,"@itsPhillippa Hie Phillipa, kindly check your DM for our response. ^SC"
2871,@Bkwena1 @EcoCashZW kindly assist.
2872,"@tinozinyemba Hie Lil Swagger, kindly refer to your DM for our response. ^SC"
2873,"@andychibonore @MhangamiCourage Hie Andy, our sincere apologies for the late response. Kindly check your DM for our response. ^SC"
2874,@teyt_da_baptist 🤭
2875,"@DawuCybs03 Hie @DawuCybs03, our sincere apologies for the late response. Kindly refer to your DM for our response, ^SC"
2876,@Tapiwa20986123 ✌️
2877,"@ObrienFlowz @esenkosi Hie Obreezy, our sincere apologies for the experience. Kindly note that we have escalated th… https://t.co/orYvZk388U"
2878,"@JaysonTsikayil @vambe_milton Hie Milton, our sincere apologies for the late response. Kindly check your DM for our response. ^SC"
